DEPTH,GR,NPHI,RHOB,RT,WELL
METERS,GAPI,V/V,G/C3,OHMM,
4015.5,181.111,0.1204,25.414,23.705,15/9-F-4
4016,171.931,0.108,25.347,27.694,15/9-F-4
4016.5,181.651,0.1103,25.357,29.728,15/9-F-4
4017,209.086,0.1149,25.491,30.763,15/9-F-4
4017.5,24.051,0.1131,25.655,29.917,15/9-F-4
4018,242.609,0.1064,25.588,27.113,15/9-F-4
4018.5,219.533,0.1106,25.545,28.357,15/9-F-4
4019,181.516,0.1119,25.409,31.484,15/9-F-4
4019.5,163.443,0.1123,25.348,30.197,15/9-F-4
4020,165.919,0.111,25.277,2.972,15/9-F-4
4020.5,193.496,0.1112,25.308,30.067,15/9-F-4
4021,222.626,0.1155,25.321,28.277,15/9-F-4
4021.5,23.717,0.1201,25.344,24.408,15/9-F-4
4022,239.443,0.1132,2.537,2.902,15/9-F-4
4022.5,240.136,0.114,25.404,28.659,15/9-F-4
4023,262.614,0.1154,25.461,27.261,15/9-F-4
4023.5,276.704,0.1179,25.433,28.616,15/9-F-4
4024,28.311,0.1232,25.443,23.001,15/9-F-4
4024.5,256.787,0.1096,25.399,22.712,15/9-F-4
4025,232.578,0.1129,25.373,3.042,15/9-F-4
4025.5,203.312,0.1131,25.311,30.004,15/9-F-4
4026,196.879,0.1092,25.305,30.341,15/9-F-4
4026.5,200.256,0.1071,2.535,30.301,15/9-F-4
4027,205.832,0.1144,25.405,32.479,15/9-F-4
4027.5,203.253,0.1103,25.527,33.593,15/9-F-4
4028,199.413,0.1146,25.588,34.065,15/9-F-4
4028.5,213.591,0.1113,2.562,3.366,15/9-F-4
4029,230.582,0.1077,25.592,31.867,15/9-F-4
4029.5,237.543,0.1134,25.654,31.943,15/9-F-4
4030,226.786,0.1106,25.695,31.099,15/9-F-4
4030.5,211.719,0.1169,25.627,32.146,15/9-F-4
4031,200.608,0.1167,25.433,30.014,15/9-F-4
4031.5,19.27,0.1182,25.318,2.937,15/9-F-4
4032,179.548,0.1231,25.299,27.838,15/9-F-4
4032.5,173.608,0.1326,2.531,27.853,15/9-F-4
4033,166.085,0.1296,2.53,27.743,15/9-F-4
4033.5,162.352,0.1166,25.259,30.143,15/9-F-4
4034,162.415,0.1057,25.276,28.585,15/9-F-4
4034.5,149.202,0.1025,25.408,33.436,15/9-F-4
4035,151.959,0.095,25.498,36.057,15/9-F-4
4035.5,162.083,0.0984,25.551,37.233,15/9-F-4
4036,178.268,0.1016,25.493,36.657,15/9-F-4
4036.5,171.517,0.091,25.437,38.331,15/9-F-4
4037,138.798,0.0877,25.475,4.239,15/9-F-4
4037.5,124.116,0.0925,25.497,43.448,15/9-F-4
4038,119.697,0.0903,25.593,42.458,15/9-F-4
4038.5,143.039,0.0875,25.699,4.422,15/9-F-4
4039,152.862,0.0937,25.668,43.981,15/9-F-4
4039.5,150.873,0.0929,25.631,43.593,15/9-F-4
4040,129.623,0.0955,25.468,42.706,15/9-F-4
4040.5,11.557,0.0973,25.428,39.008,15/9-F-4
4041,109.643,0.0955,25.448,38.751,15/9-F-4
4041.5,113.449,0.0886,2.553,39.757,15/9-F-4
4042,117.619,0.0929,25.635,4.08,15/9-F-4
4042.5,127.274,0.094,25.642,40.843,15/9-F-4
4043,129.393,0.0941,25.669,39.057,15/9-F-4
4043.5,125.731,0.0954,25.637,38.653,15/9-F-4
4044,121.993,0.0969,2.56,37.517,15/9-F-4
4044.5,118.521,0.1013,25.462,39.884,15/9-F-4
4045,117.556,0.091,25.503,41.094,15/9-F-4
4045.5,116.093,0.0909,25.568,43.348,15/9-F-4
4046,127.893,0.0881,25.764,45.339,15/9-F-4
4046.5,126.434,0.0872,25.681,4.81,15/9-F-4
4047,126.997,0.0837,25.728,48.974,15/9-F-4
4047.5,120.086,0.0824,25.686,50.481,15/9-F-4
4048,125.811,0.0862,25.729,50.787,15/9-F-4
4048.5,148.624,0.0897,25.677,49.385,15/9-F-4
4049,16.773,0.0886,25.612,47.222,15/9-F-4
4049.5,195.434,0.0941,25.693,47.224,15/9-F-4
4050,181.898,0.0932,25.682,4.667,15/9-F-4
4050.5,166.312,0.0949,25.745,45.839,15/9-F-4
4051,158.516,0.0921,25.697,45.905,15/9-F-4
4051.5,166.896,-0.7507,2.566,45.159,15/9-F-4
4052,172.911,-15.935,25.609,43.689,15/9-F-4
4052.5,156.877,-24.363,25.569,45.744,15/9-F-4
4053,15.013,0.0825,25.565,44.008,15/9-F-4
4053.5,148.646,0.0968,25.586,44.223,15/9-F-4
4054,153.953,0.0977,25.602,43.306,15/9-F-4
4054.5,171.898,0.0966,25.604,41.406,15/9-F-4
4055,16.848,0.0959,2.56,40.861,15/9-F-4
4055.5,165.024,0.1015,25.592,39.863,15/9-F-4
4056,139.677,0.1062,25.591,38.291,15/9-F-4
4056.5,134.826,0.0845,25.424,38.851,15/9-F-4
4057,137.959,0.0899,25.191,40.035,15/9-F-4
4057.5,143.351,0.1094,24.911,37.683,15/9-F-4
4058,138.316,0.1229,24.785,29.182,15/9-F-4
4058.5,12.7,0.1186,24.892,27.183,15/9-F-4
4059,11.384,0.1297,25.014,27.409,15/9-F-4
4059.5,107.767,0.124,25.072,29.424,15/9-F-4
4060,100.468,0.1221,25.136,31.893,15/9-F-4
4060.5,97.758,0.1224,2.521,30.337,15/9-F-4
4061,96.406,0.1121,2.528,36.294,15/9-F-4
4061.5,97.103,0.0983,25.438,37.307,15/9-F-4
4062,100.245,0.106,25.333,36.492,15/9-F-4
4062.5,115.268,0.101,25.374,37.416,15/9-F-4
4063,129.394,0.0972,25.398,38.165,15/9-F-4
4063.5,140.653,0.1001,25.466,40.426,15/9-F-4
4064,136.032,0.1104,25.471,42.425,15/9-F-4
4064.5,140.047,0.1025,25.275,4.46,15/9-F-4
4065,157.842,0.0999,25.332,45.142,15/9-F-4
4065.5,169.629,0.0933,25.313,4.581,15/9-F-4
4066,168.981,0.0922,2.543,46.552,15/9-F-4
4066.5,173.256,0.0874,25.403,46.804,15/9-F-4
4067,178.643,0.0994,25.579,4.742,15/9-F-4
4067.5,198.024,0.1007,25.599,42.382,15/9-F-4
4068,234.092,0.0991,25.689,41.981,15/9-F-4
4068.5,250.735,0.0974,25.625,44.868,15/9-F-4
4069,23.802,0.1078,25.593,46.599,15/9-F-4
4069.5,21.208,0.1068,25.561,46.464,15/9-F-4
4070,21.949,0.1025,25.415,42.856,15/9-F-4
4070.5,23.242,0.0973,25.504,4.385,15/9-F-4
4071,252.774,0.106,25.495,45.957,15/9-F-4
4071.5,24.583,0.1058,25.691,43.219,15/9-F-4
4072,256.613,0.0985,25.683,40.778,15/9-F-4
4072.5,247.309,0.104,25.748,44.501,15/9-F-4
4073,255.433,0.111,2.564,43.701,15/9-F-4
4073.5,260.966,0.0992,25.589,42.559,15/9-F-4
4074,248.884,0.1031,25.409,4.272,15/9-F-4
4074.5,242.958,0.0978,25.466,44.531,15/9-F-4
4075,234.333,0.0911,25.476,45.077,15/9-F-4
4075.5,243.128,0.0964,25.471,45.208,15/9-F-4
4076,240.022,0.1014,25.347,44.726,15/9-F-4
4076.5,242.782,0.1017,25.345,42.283,15/9-F-4
4077,272.873,0.1155,25.405,4.215,15/9-F-4
4077.5,286.558,0.1201,25.513,41.613,15/9-F-4
4078,29.031,0.1202,25.491,37.873,15/9-F-4
4078.5,292.005,0.1017,25.585,37.723,15/9-F-4
4079,279.335,0.0885,25.658,40.003,15/9-F-4
4079.5,259.166,0.0854,25.627,46.591,15/9-F-4
4080,210.677,0.0907,25.522,48.533,15/9-F-4
4080.5,19.772,0.1028,25.382,49.225,15/9-F-4
4081,181.199,0.0961,25.459,47.059,15/9-F-4
4081.5,170.565,0.0895,2.538,49.028,15/9-F-4
4082,158.953,0.0838,2.543,52.802,15/9-F-4
4082.5,149.492,0.0938,25.392,53.165,15/9-F-4
4083,141.947,0.105,25.604,5.203,15/9-F-4
4083.5,154.835,0.1002,25.729,49.906,15/9-F-4
4084,164.605,0.0973,25.812,53.508,15/9-F-4
4084.5,186.557,0.0889,2.578,52.711,15/9-F-4
4085,192.796,0.0817,25.774,51.542,15/9-F-4
4085.5,196.553,0.091,25.744,56.673,15/9-F-4
4086,186.088,0.1044,25.632,56.319,15/9-F-4
4086.5,193.174,0.1006,25.637,52.921,15/9-F-4
4087,198.232,0.0911,25.701,55.888,15/9-F-4
4087.5,221.245,0.0864,25.766,53.213,15/9-F-4
4088,212.314,0.0945,25.709,54.115,15/9-F-4
4088.5,231.476,0.1049,25.603,55.739,15/9-F-4
4089,226.397,0.0951,25.557,47.649,15/9-F-4
4089.5,220.213,0.0913,25.456,59.573,15/9-F-4
4090,194.624,0.0986,25.463,62.862,15/9-F-4
4090.5,168.847,0.0899,25.577,60.389,15/9-F-4
4091,150.865,0.093,25.557,59.981,15/9-F-4
4091.5,15.024,0.0942,25.675,59.606,15/9-F-4
4092,157.185,0.1004,2.558,60.711,15/9-F-4
4092.5,187.786,0.0911,25.811,60.849,15/9-F-4
4093,185.341,0.0825,25.643,5.988,15/9-F-4
4093.5,198.796,0.0891,25.625,63.771,15/9-F-4
4094,184.691,0.0951,25.421,63.812,15/9-F-4
4094.5,184.803,0.0909,25.447,63.074,15/9-F-4
4095,167.484,0.091,25.525,60.063,15/9-F-4
4095.5,144.932,0.0889,25.415,58.066,15/9-F-4
4096,137.282,0.0866,25.541,58.609,15/9-F-4
4096.5,131.164,0.0774,25.606,59.407,15/9-F-4
4097,142.264,0.0752,25.751,62.274,15/9-F-4
4097.5,140.414,0.0756,25.696,66.525,15/9-F-4
4098,148.321,0.0803,25.655,67.566,15/9-F-4
4098.5,14.643,0.0812,25.677,62.095,15/9-F-4
4099,166.037,0.084,25.758,59.902,15/9-F-4
4099.5,178.882,-49.546,25.803,61.139,15/9-F-4
4100,187.025,0.0832,25.819,61.168,15/9-F-4
4100.5,175.827,0.079,25.784,67.002,15/9-F-4
4101,15.231,0.0785,2.577,79.977,15/9-F-4
4101.5,134.059,0.0708,25.796,70.604,15/9-F-4
4102,109.852,0.0658,25.806,80.463,15/9-F-4
4102.5,128.808,0.0627,25.777,8.586,15/9-F-4
4103,149.333,0.0706,25.654,85.019,15/9-F-4
4103.5,159.934,0.0728,25.482,75.423,15/9-F-4
4104,138.421,0.0702,2.54,59.769,15/9-F-4
4104.5,99.898,0.0763,25.379,89.945,15/9-F-4
4105,88.501,0.0774,25.412,86.315,15/9-F-4
4105.5,86.103,0.0793,25.409,77.289,15/9-F-4
4106,10.265,0.0799,2.542,70.211,15/9-F-4
4106.5,113.398,0.085,25.399,67.097,15/9-F-4
4107,118.992,0.0837,25.412,64.251,15/9-F-4
4107.5,127.804,0.08,25.471,62.954,15/9-F-4
4108,130.896,0.0785,25.499,62.118,15/9-F-4
4108.5,138.176,0.0805,2.547,62.401,15/9-F-4
4109,149.552,0.0804,25.416,60.442,15/9-F-4
4109.5,168.693,0.0836,2.535,52.931,15/9-F-4
4110,202.044,0.0908,25.288,53.934,15/9-F-4
4110.5,240.834,0.0978,25.233,5.669,15/9-F-4
4111,260.294,0.1024,25.281,36.324,15/9-F-4
4111.5,240.913,0.1022,2.536,46.318,15/9-F-4
4112,191.461,0.0939,25.517,59.063,15/9-F-4
4112.5,16.37,0.0797,25.543,59.483,15/9-F-4
4113,143.841,0.0728,2.552,64.183,15/9-F-4
4113.5,134.098,0.0799,25.445,69.605,15/9-F-4
4114,12.004,0.0802,25.342,7.461,15/9-F-4
4114.5,110.713,0.075,25.276,78.439,15/9-F-4
4115,111.114,0.0778,25.225,78.357,15/9-F-4
4115.5,113.145,0.0782,25.258,78.546,15/9-F-4
4116,121.729,0.0845,25.335,7.874,15/9-F-4
4116.5,126.626,0.0749,25.456,78.291,15/9-F-4
4117,13.093,0.0695,25.623,71.029,15/9-F-4
4117.5,134.671,0.0799,25.696,73.537,15/9-F-4
4118,140.402,0.0765,25.671,70.806,15/9-F-4
4118.5,159.116,0.0917,25.527,66.413,15/9-F-4
4119,195.475,0.1121,25.337,59.496,15/9-F-4
4119.5,206.847,0.1053,25.128,60.506,15/9-F-4
4120,196.113,0.1058,24.948,69.229,15/9-F-4
4120.5,152.731,0.1097,24.853,66.187,15/9-F-4
4121,138.927,0.105,24.821,61.487,15/9-F-4
4121.5,118.832,0.1039,24.883,67.923,15/9-F-4
4122,108.571,0.1033,24.861,70.887,15/9-F-4
4122.5,94.205,0.1038,24.922,74.578,15/9-F-4
4123,9.491,0.1009,24.876,77.824,15/9-F-4
4123.5,90.503,0.1,24.973,75.657,15/9-F-4
4124,102.792,0.0953,2.505,76.239,15/9-F-4
4124.5,123.068,0.0908,25.169,7.861,15/9-F-4
4125,159.406,0.0908,25.215,73.344,15/9-F-4
4125.5,207.421,0.1123,25.281,63.273,15/9-F-4
4126,247.832,0.1068,25.338,42.197,15/9-F-4
4126.5,265.484,0.0987,25.347,36.821,15/9-F-4
4127,243.388,0.1024,25.266,5.829,15/9-F-4
4127.5,221.932,0.1104,25.303,62.753,15/9-F-4
4128,20.503,0.0984,25.494,5.228,15/9-F-4
4128.5,178.582,0.0886,25.632,44.469,15/9-F-4
4129,148.053,0.0802,25.507,55.589,15/9-F-4
4129.5,125.207,0.0816,25.243,57.985,15/9-F-4
4130,13.529,0.0917,25.197,56.002,15/9-F-4
4130.5,157.199,0.09,25.285,5.338,15/9-F-4
4131,180.416,0.0909,25.469,54.672,15/9-F-4
4131.5,208.874,0.0951,25.444,59.852,15/9-F-4
4132,244.938,0.1032,25.298,54.793,15/9-F-4
4132.5,268.942,0.1042,25.218,43.604,15/9-F-4
4133,272.813,0.1163,2.511,48.797,15/9-F-4
4133.5,246.762,0.1055,25.272,50.948,15/9-F-4
4134,220.441,0.0937,25.309,48.402,15/9-F-4
4134.5,191.586,0.0966,25.289,53.971,15/9-F-4
4135,157.329,0.0924,25.245,55.695,15/9-F-4
4135.5,130.279,0.086,25.272,56.488,15/9-F-4
4136,113.005,0.093,25.406,52.319,15/9-F-4
4136.5,129.143,0.0952,25.351,52.868,15/9-F-4
4137,150.548,0.1076,25.334,48.621,15/9-F-4
4137.5,187.155,0.1179,25.218,49.372,15/9-F-4
4138,244.481,0.1277,25.099,33.287,15/9-F-4
4138.5,333.843,0.1372,25.017,34.159,15/9-F-4
4139,395.624,0.1364,25.241,30.931,15/9-F-4
4139.5,402.118,0.1086,2.555,26.024,15/9-F-4
4140,329.082,0.081,25.639,47.556,15/9-F-4
4140.5,241.853,0.0798,25.579,6.723,15/9-F-4
4141,166.044,0.0757,25.444,71.796,15/9-F-4
4141.5,148.222,0.0782,25.448,65.835,15/9-F-4
4142,169.686,0.0858,2.538,61.769,15/9-F-4
4142.5,201.053,0.0972,25.378,54.972,15/9-F-4
4143,254.086,0.1138,25.412,51.854,15/9-F-4
4143.5,288.982,0.1089,25.327,38.059,15/9-F-4
4144,277.168,0.1023,25.293,42.796,15/9-F-4
4144.5,225.217,0.0986,25.226,55.741,15/9-F-4
4145,181.169,0.0964,25.315,54.841,15/9-F-4
4145.5,180.065,0.0937,25.295,51.528,15/9-F-4
4146,192.337,0.0943,25.362,53.714,15/9-F-4
4146.5,205.378,0.0904,25.469,55.291,15/9-F-4
4147,211.275,0.0979,25.612,59.438,15/9-F-4
4147.5,199.409,0.0922,25.619,59.799,15/9-F-4
4148,188.456,0.0891,25.527,60.598,15/9-F-4
4148.5,179.738,0.0939,25.485,59.268,15/9-F-4
4149,191.479,0.101,25.434,59.035,15/9-F-4
4149.5,204.281,0.1058,2.536,54.284,15/9-F-4
4150,207.676,0.1095,25.158,46.562,15/9-F-4
4150.5,214.537,0.1111,24.935,47.072,15/9-F-4
4151,21.331,0.1105,24.924,44.016,15/9-F-4
4151.5,220.905,0.1154,24.926,46.798,15/9-F-4
4152,238.295,0.1234,25.081,52.891,15/9-F-4
4152.5,279.833,0.133,25.141,38.291,15/9-F-4
4153,336.007,0.1241,25.382,27.098,15/9-F-4
4153.5,322.481,0.114,25.462,30.152,15/9-F-4
4154,264.848,0.1039,25.563,47.333,15/9-F-4
4154.5,190.043,0.0944,25.547,54.053,15/9-F-4
4155,156.146,0.0834,25.589,54.856,15/9-F-4
4155.5,14.463,0.0859,25.509,55.266,15/9-F-4
4156,142.405,0.0861,25.479,58.073,15/9-F-4
4156.5,15.803,0.0868,25.519,62.781,15/9-F-4
4157,173.887,0.0848,25.609,64.703,15/9-F-4
4157.5,19.477,0.0836,25.653,65.193,15/9-F-4
4158,205.199,0.0826,25.635,68.099,15/9-F-4
4158.5,201.328,0.0828,25.612,6.78,15/9-F-4
4159,194.445,0.084,25.615,68.706,15/9-F-4
4159.5,192.696,0.0851,25.632,68.263,15/9-F-4
4160,199.972,0.0825,25.695,68.292,15/9-F-4
4160.5,213.465,0.0826,25.658,65.888,15/9-F-4
4161,229.136,0.0865,25.578,64.366,15/9-F-4
4161.5,238.735,0.0921,25.358,58.271,15/9-F-4
4162,244.741,0.0954,25.226,52.561,15/9-F-4
4162.5,254.179,0.1048,25.199,47.722,15/9-F-4
4163,274.141,0.1075,2.529,45.811,15/9-F-4
4163.5,302.274,0.1168,25.371,4.5,15/9-F-4
4164,328.879,0.1089,25.422,36.902,15/9-F-4
4164.5,328.532,0.0977,2.551,38.103,15/9-F-4
4165,281.359,0.0915,2.559,52.099,15/9-F-4
4165.5,209.713,0.0879,25.599,53.641,15/9-F-4
4166,152.796,0.0842,25.574,55.661,15/9-F-4
4166.5,139.215,0.0828,25.569,56.186,15/9-F-4
4167,182.264,0.0839,25.577,55.625,15/9-F-4
4167.5,243.436,0.0908,25.624,54.209,15/9-F-4
4168,292.475,0.0918,25.651,5.109,15/9-F-4
4168.5,283.069,0.0877,25.731,47.186,15/9-F-4
4169,248.633,0.0863,25.671,53.681,15/9-F-4
4169.5,186.837,0.0871,25.644,52.066,15/9-F-4
4170,138.021,0.0828,25.527,51.098,15/9-F-4
4170.5,98.493,0.081,25.424,51.885,15/9-F-4
4171,84.838,0.0851,25.292,50.812,15/9-F-4
4171.5,82.982,0.0818,25.269,54.931,15/9-F-4
4172,77.829,0.0794,25.392,61.168,15/9-F-4
4172.5,76.133,0.076,25.508,55.307,15/9-F-4
4173,70.806,0.0735,25.638,61.176,15/9-F-4
4173.5,85.678,0.0696,25.759,63.671,15/9-F-4
4174,95.411,0.0689,25.841,66.518,15/9-F-4
4174.5,96.832,0.0665,25.932,7.053,15/9-F-4
4175,87.974,0.0638,25.952,74.676,15/9-F-4
4175.5,87.655,0.0624,2.605,76.288,15/9-F-4
4176,95.513,0.059,26.058,86.123,15/9-F-4
4176.5,99.893,0.0561,26.079,87.167,15/9-F-4
4177,105.695,0.0589,26.059,8.585,15/9-F-4
4177.5,116.484,0.061,26.062,80.821,15/9-F-4
4178,127.222,0.0623,25.956,75.518,15/9-F-4
4178.5,183.116,0.074,25.879,7.791,15/9-F-4
4179,246.412,0.0932,25.802,64.105,15/9-F-4
4179.5,322.459,0.0998,25.814,37.267,15/9-F-4
4180,349.261,0.1054,25.861,33.775,15/9-F-4
4180.5,344.264,0.1025,25.888,29.377,15/9-F-4
4181,310.341,0.1014,25.926,38.878,15/9-F-4
4181.5,282.185,0.1071,25.854,40.859,15/9-F-4
4182,289.057,0.1093,25.752,29.664,15/9-F-4
4182.5,311.895,0.1026,25.701,28.488,15/9-F-4
4183,314.764,0.0964,25.682,27.749,15/9-F-4
4183.5,289.022,0.0915,25.741,3.48,15/9-F-4
4184,262.432,0.0906,25.713,37.025,15/9-F-4
4184.5,263.625,0.0947,25.665,3.589,15/9-F-4
4185,285.709,0.1051,25.609,28.064,15/9-F-4
4185.5,32.014,0.1052,2.554,25.749,15/9-F-4
4186,341.278,0.1105,2.553,25.856,15/9-F-4
4186.5,344.998,0.1178,25.515,28.636,15/9-F-4
4187,345.381,0.1214,25.546,25.531,15/9-F-4
4187.5,334.507,0.1082,25.541,23.634,15/9-F-4
4188,317.081,0.1102,25.551,28.409,15/9-F-4
4188.5,287.756,0.1102,25.686,29.782,15/9-F-4
4189,27.209,0.1014,25.761,29.614,15/9-F-4
4189.5,266.486,0.0918,25.803,3.116,15/9-F-4
4190,255.956,0.0877,25.745,36.251,15/9-F-4
4190.5,245.316,0.0847,25.714,38.362,15/9-F-4
4191,256.824,0.1005,25.653,35.736,15/9-F-4
4191.5,288.896,0.1095,25.607,27.721,15/9-F-4
4192,315.649,0.1067,25.556,25.626,15/9-F-4
4192.5,317.033,0.1146,25.578,29.721,15/9-F-4
4193,308.954,0.1178,25.574,23.765,15/9-F-4
4193.5,293.675,0.1166,2.561,22.885,15/9-F-4
4194,293.635,0.1202,25.562,26.807,15/9-F-4
4194.5,297.195,0.1188,25.483,22.484,15/9-F-4
4195,300.189,0.1172,25.471,25.495,15/9-F-4
4195.5,285.113,0.1147,25.472,24.498,15/9-F-4
4196,258.314,0.1098,25.523,28.788,15/9-F-4
4196.5,237.636,0.1065,25.526,30.476,15/9-F-4
4197,223.641,0.1036,25.627,30.788,15/9-F-4
4197.5,21.373,0.0999,25.629,31.188,15/9-F-4
4198,210.812,0.0993,25.646,32.449,15/9-F-4
4198.5,215.814,0.1044,25.571,31.468,15/9-F-4
4199,241.894,0.112,25.555,27.941,15/9-F-4
4199.5,273.285,0.1224,25.531,25.343,15/9-F-4
4200,312.283,0.1311,25.532,24.898,15/9-F-4
4200.5,330.483,0.1313,25.582,21.884,15/9-F-4
4201,336.661,0.1354,25.682,23.825,15/9-F-4
4201.5,317.921,0.1296,25.702,25.675,15/9-F-4
4202,305.007,0.1136,25.705,24.028,15/9-F-4
4202.5,290.266,0.1085,25.579,28.127,15/9-F-4
4203,267.336,0.1053,25.532,31.826,15/9-F-4
4203.5,240.149,0.1044,2.552,3.238,15/9-F-4
4204,211.734,0.1012,2.556,33.301,15/9-F-4
4204.5,204.496,0.1013,25.603,33.789,15/9-F-4
4205,203.411,0.0975,25.642,34.473,15/9-F-4
4205.5,200.968,0.0989,25.716,34.117,15/9-F-4
4206,200.342,0.0982,25.728,34.095,15/9-F-4
4206.5,202.396,0.0967,25.732,33.996,15/9-F-4
4207,219.567,0.1023,25.654,30.906,15/9-F-4
4207.5,238.579,0.1217,25.618,27.702,15/9-F-4
4208,264.859,0.1143,25.599,2.731,15/9-F-4
4208.5,296.794,0.1182,2.563,24.396,15/9-F-4
4209,315.899,0.1186,25.718,2.275,15/9-F-4
4209.5,320.869,0.1122,2.584,26.621,15/9-F-4
4210,304.759,0.1002,26.007,27.995,15/9-F-4
4210.5,279.242,0.0848,25.979,34.705,15/9-F-4
4211,250.377,0.0832,25.933,45.966,15/9-F-4
4211.5,231.185,0.0851,25.835,38.742,15/9-F-4
4212,247.584,0.0919,25.815,4.182,15/9-F-4
4212.5,288.411,0.1068,25.752,37.798,15/9-F-4
4213,338.915,0.1075,25.649,31.824,15/9-F-4
4213.5,36.839,0.116,25.702,31.267,15/9-F-4
4214,362.283,0.1064,25.632,32.849,15/9-F-4
4214.5,347.413,0.1059,25.698,38.264,15/9-F-4
4215,334.343,0.1182,25.649,36.291,15/9-F-4
4215.5,346.187,0.1175,25.648,28.103,15/9-F-4
4216,36.026,0.1184,25.636,32.351,15/9-F-4
4216.5,372.934,0.1137,2.57,31.756,15/9-F-4
4217,368.185,0.1145,25.901,36.453,15/9-F-4
4217.5,345.228,0.1075,25.964,43.058,15/9-F-4
4218,311.222,0.096,25.961,39.549,15/9-F-4
4218.5,27.581,0.0888,2.598,54.342,15/9-F-4
4219,268.033,0.0891,25.923,61.523,15/9-F-4
4219.5,281.651,0.0915,25.925,66.125,15/9-F-4
4220,308.284,0.0923,25.805,62.898,15/9-F-4
4220.5,321.304,0.0944,25.937,57.808,15/9-F-4
4221,336.545,0.0998,25.995,55.255,15/9-F-4
4221.5,334.807,0.0996,26.175,54.875,15/9-F-4
4222,330.287,0.0868,26.121,45.798,15/9-F-4
4222.5,290.121,0.0861,26.028,62.654,15/9-F-4
4223,259.728,0.0903,25.881,67.296,15/9-F-4
4223.5,225.986,0.0845,25.858,42.208,15/9-F-4
4224,223.651,0.082,25.894,44.693,15/9-F-4
4224.5,226.305,0.0863,25.949,49.336,15/9-F-4
4225,257.763,0.0986,25.995,43.723,15/9-F-4
4225.5,295.727,0.1089,2.6,42.389,15/9-F-4
4226,339.321,0.1144,25.896,30.879,15/9-F-4
4226.5,353.037,0.1174,25.718,27.699,15/9-F-4
4227,351.344,0.1224,2.564,31.265,15/9-F-4
4227.5,338.835,0.1233,25.573,32.053,15/9-F-4
4228,332.634,0.1203,25.596,36.289,15/9-F-4
4228.5,344.195,0.1288,25.471,2.844,15/9-F-4
4229,377.837,0.1419,2.543,24.941,15/9-F-4
4229.5,447.015,0.1547,25.358,22.455,15/9-F-4
4230,497.567,0.1522,25.396,1.759,15/9-F-4
4230.5,500.094,0.1488,25.404,21.612,15/9-F-4
4231,445.036,0.1441,25.468,25.214,15/9-F-4
4231.5,379.592,0.1344,25.495,24.339,15/9-F-4
4232,334.737,0.1232,25.569,25.725,15/9-F-4
4232.5,305.044,0.1106,25.594,29.774,15/9-F-4
4233,288.671,0.1105,25.629,36.084,15/9-F-4
4233.5,264.255,0.1002,25.597,36.223,15/9-F-4
4234,240.118,0.0932,25.606,39.427,15/9-F-4
4234.5,216.301,0.0912,25.676,42.178,15/9-F-4
4235,221.319,0.0941,25.773,45.154,15/9-F-4
4235.5,233.896,0.0897,25.818,45.414,15/9-F-4
4236,238.515,0.0853,25.777,45.935,15/9-F-4
4236.5,231.849,0.0865,25.738,49.955,15/9-F-4
4237,231.434,0.0879,25.732,4.92,15/9-F-4
4237.5,234.963,0.0882,25.669,46.691,15/9-F-4
4238,240.584,0.0898,25.608,43.299,15/9-F-4
4238.5,237.452,0.0936,25.596,48.223,15/9-F-4
4239,24.236,0.0959,25.667,45.496,15/9-F-4
4239.5,257.291,0.1019,25.778,43.827,15/9-F-4
4240,286.252,0.103,25.851,42.708,15/9-F-4
4240.5,293.297,0.0842,25.904,40.408,15/9-F-4
4241,256.668,0.0722,25.913,51.462,15/9-F-4
4241.5,207.003,0.0657,25.976,6.165,15/9-F-4
4242,171.422,0.0635,26.017,64.547,15/9-F-4
4242.5,18.265,0.0671,25.973,57.744,15/9-F-4
4243,200.407,0.0757,25.865,51.208,15/9-F-4
4243.5,23.475,0.0892,25.788,45.053,15/9-F-4
4244,259.271,0.1073,25.663,3.673,15/9-F-4
4244.5,288.569,0.1147,25.585,31.327,15/9-F-4
4245,321.585,0.1231,25.521,25.131,15/9-F-4
4245.5,348.999,0.1277,25.577,23.482,15/9-F-4
4246,368.711,0.1327,25.574,24.233,15/9-F-4
4246.5,376.806,0.1356,2.556,24.632,15/9-F-4
4247,378.329,0.1319,25.541,22.098,15/9-F-4
4247.5,371.272,0.1292,25.575,24.047,15/9-F-4
4248,358.923,0.1298,25.595,24.557,15/9-F-4
4248.5,348.831,0.1167,25.579,24.818,15/9-F-4
4249,325.571,0.1071,25.561,27.827,15/9-F-4
4249.5,291.371,0.1049,25.557,30.821,15/9-F-4
4250,265.386,0.1071,25.566,31.224,15/9-F-4
4250.5,26.149,0.1042,25.603,30.989,15/9-F-4
4251,272.761,0.1067,25.597,30.321,15/9-F-4
4251.5,299.593,0.1172,25.552,28.352,15/9-F-4
4252,322.512,0.1211,2.553,2.559,15/9-F-4
4252.5,33.943,0.1191,25.477,24.342,15/9-F-4
4253,340.454,0.1283,25.477,2.455,15/9-F-4
4253.5,368.383,0.1391,25.381,28.054,15/9-F-4
4254,40.778,0.1455,25.304,20.059,15/9-F-4
4254.5,424.739,0.1523,25.221,14.757,15/9-F-4
4255,421.151,0.1532,2.521,15.491,15/9-F-4
4255.5,408.275,0.1623,25.264,1.825,15/9-F-4
4256,403.042,0.1587,2.534,18.801,15/9-F-4
